timestamp,ax,ay,az,gx,gy,gz
1768311133593,0.5103759765625,0.38275146484375,0.8364257216453552,,,
1768311133597,,,,-1.3318458795547485,2.548776388168335,-0.5414202213287354
1768311133644,0.4752197265625,0.35198974609375,0.6708984375,,,
1768311133651,,,,-1.5811175107955933,2.567951202392578,-0.20692746341228485
1768311133697,0.3253173828125,0.26409912109375,0.927734375,,,
1768311133704,,,,-2.027462959289551,2.6148228645324707,-0.15366427600383759
1768311133750,0.2706298828125,0.30804443359375,0.9052734375,,,
1768311133755,,,,-1.5502249002456665,1.7860476970672607,-0.8279761672019958
1768311133802,-0.0184326171875,0.16497802734375,1.12060546875,,,
1768311133806,,,,-1.5566165447235107,-0.4233091473579407,-1.2860394716262817
1768311133853,-0.0775146484375,0.06195068359375,1.189453125,,,
1768311133857,,,,-0.7107971906661987,1.9447718858718872,-0.20799273252487183
1768311133904,-0.0306396484375,-0.04302978515625,0.9497069716453552,,,
1768311133908,,,,0.24154852330684662,0.19241324067115784,-0.9057404398918152
1768311133957,0.1036376953125,0.15472412109375,0.99609375,,,
1768311133960,,,,0.8178561329841614,-0.916526198387146,-1.5928354263305664
1768311134007,0.1934814453125,0.09906005859375,0.91552734375,,,
1768311134012,,,,1.790441870689392,-1.2574105262756348,-2.3406505584716797
1768311134061,-0.0155029296875,0.26068115234375,0.6142578125,,,
1768311134063,,,,0.6942855715751648,0.2840259075164795,-0.4530033767223358
1768311134112,0.4639892578125,0.17474365234375,0.75048828125,,,
1768311134114,,,,-1.044224739074707,0.6451503038406372,-2.121206283569336
1768311134165,0.1309814453125,0.19769287109375,1.1669921875,,,
1768311134165,,,,-0.31558436155319214,0.3500722646713257,0.2372874766588211
1768311134217,0.2120361179113388,0.25433349609375,0.2407226711511612,,,
1768311134217,,,,0.22556957602500916,1.3865737915039062,-0.5542033910751343
1768311134269,0.1802978515625,0.23187255859375,0.9345702528953552,,,
1768311134271,,,,-0.6159886717796326,-0.5266396999359131,-1.0026793479919434
1768311134319,0.2823486328125,0.25921630859375,0.81298828125,,,
1768311134323,,,,-0.3081275224685669,-0.2773680090904236,-0.8801741003990173
1768311134371,0.1905517578125,0.25335693359375,1.1044921875,,,
1768311134376,,,,0.015712639316916466,-0.3242396116256714,-1.4958964586257935
1768311134423,0.2252197265625,0.26702880859375,0.8476561903953552,,,
1768311134427,,,,0.5217128396034241,0.2563290596008301,-1.6631428003311157
1768311134475,0.3209228515625,0.20697021484375,0.55322265625,,,
1768311134479,,,,0.3459443747997284,-0.5660544633865356,-1.875130295753479
1768311134526,0.2335204929113388,0.2489623874425888,0.1123046875,,,
1768311134530,,,,-0.8460856676101685,-0.6193176507949829,-2.300170421600342
1768311134577,-0.2210693359375,0.13323974609375,1.18310546875,,,
1768311134583,,,,-2.572878122329712,0.2659164369106293,-1.2285152673721313
1768311134630,-0.1331787109375,-0.15289306640625,2.35791015625,,,
